proteinID,ligandID,runID,affinity,rmsdLB,rmsdUB
7RDZ-no-extra,Mrv1909-05201915052D-1704021549512,0,-13.0,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915052D-1704021549512,1,-13.0,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915052D-1704021549512,2,-13.0,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915052D-1704021549512,3,-13.0,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915052D-1704021549512,4,-13.0,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915052D-1704021549512,5,-13.0,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915052D-1704021549512,6,-13.0,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915052D-1704021549512,7,-13.0,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915052D-1704021549512,8,-13.0,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915052D-1704021549512,9,-13.0,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915052D-1704021549512,10,-13.0,0.000,0.000
7RDZ-no-extra,Mrv1909-02212019082D,0,-13.6,0.000,0.000
7RDZ-no-extra,Mrv1909-02212019082D,1,-13.5,0.000,0.000
7RDZ-no-extra,Mrv1909-02212019082D,2,-13.5,0.000,0.000
7RDZ-no-extra,Mrv1909-02212019082D,3,-13.4,0.000,0.000
7RDZ-no-extra,Mrv1909-02212019082D,4,-13.5,0.000,0.000
7RDZ-no-extra,Mrv1909-02212019082D,5,-13.2,0.000,0.000
7RDZ-no-extra,Mrv1909-02212019082D,6,-13.5,0.000,0.000
7RDZ-no-extra,Mrv1909-02212019082D,7,-13.5,0.000,0.000
7RDZ-no-extra,Mrv1909-02212019082D,8,-13.4,0.000,0.000
7RDZ-no-extra,Mrv1909-02212019082D,9,-13.5,0.000,0.000
7RDZ-no-extra,Mrv1909-02212019082D,10,-13.6,0.000,0.000
7RDZ-no-extra,Mrv1909-05201914582D-1704021549449,0,-12.5,0.000,0.000
7RDZ-no-extra,Mrv1909-05201914582D-1704021549449,1,-12.5,0.000,0.000
7RDZ-no-extra,Mrv1909-05201914582D-1704021549449,2,-12.5,0.000,0.000
7RDZ-no-extra,Mrv1909-05201914582D-1704021549449,3,-12.5,0.000,0.000
7RDZ-no-extra,Mrv1909-05201914582D-1704021549449,4,-12.5,0.000,0.000
7RDZ-no-extra,Mrv1909-05201914582D-1704021549449,5,-12.5,0.000,0.000
7RDZ-no-extra,Mrv1909-05201914582D-1704021549449,6,-12.5,0.000,0.000
7RDZ-no-extra,Mrv1909-05201914582D-1704021549449,7,-12.5,0.000,0.000
7RDZ-no-extra,Mrv1909-05201914582D-1704021549449,8,-12.5,0.000,0.000
7RDZ-no-extra,Mrv1909-05201914582D-1704021549449,9,-12.5,0.000,0.000
7RDZ-no-extra,Mrv1909-05201914582D-1704021549449,10,-12.5,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915052D-1704021549512,0,-13.6,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915052D-1704021549512,1,-13.6,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915052D-1704021549512,2,-13.6,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915052D-1704021549512,3,-13.6,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915052D-1704021549512,4,-13.6,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915052D-1704021549512,5,-13.6,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915052D-1704021549512,6,-13.6,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915052D-1704021549512,7,-13.6,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915052D-1704021549512,8,-13.6,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915052D-1704021549512,9,-13.6,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915052D-1704021549512,10,-13.6,0.000,0.000
7RDZ-no-extra,Mrv1909-05141920162D,0,-13.6,0.000,0.000
7RDZ-no-extra,Mrv1909-05141920162D,1,-13.6,0.000,0.000
7RDZ-no-extra,Mrv1909-05141920162D,2,-13.6,0.000,0.000
7RDZ-no-extra,Mrv1909-05141920162D,3,-13.6,0.000,0.000
7RDZ-no-extra,Mrv1909-05141920162D,4,-13.6,0.000,0.000
7RDZ-no-extra,Mrv1909-05141920162D,5,-13.6,0.000,0.000
7RDZ-no-extra,Mrv1909-05141920162D,6,-13.6,0.000,0.000
7RDZ-no-extra,Mrv1909-05141920162D,7,-13.6,0.000,0.000
7RDZ-no-extra,Mrv1909-05141920162D,8,-13.6,0.000,0.000
7RDZ-no-extra,Mrv1909-05141920162D,9,-13.6,0.000,0.000
7RDZ-no-extra,Mrv1909-05141920162D,10,-13.6,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915042D-1704021549506,0,-12.7,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915042D-1704021549506,1,-12.5,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915042D-1704021549506,2,-12.9,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915042D-1704021549506,3,-12.9,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915042D-1704021549506,4,-12.9,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915042D-1704021549506,5,-13.1,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915042D-1704021549506,6,-12.9,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915042D-1704021549506,7,-12.9,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915042D-1704021549506,8,-12.9,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915042D-1704021549506,9,-12.9,0.000,0.000
7RDZ-no-extra,Mrv1909-05201915042D-1704021549506,10,-12.7,0.000,0.000
7RDZ-no-extra,Mrv1909-03042003442D,0,-14.6,0.000,0.000
7RDZ-no-extra,Mrv1909-03042003442D,1,-14.6,0.000,0.000
7RDZ-no-extra,Mrv1909-03042003442D,2,-14.6,0.000,0.000
7RDZ-no-extra,Mrv1909-03042003442D,3,-14.6,0.000,0.000
7RDZ-no-extra,Mrv1909-03042003442D,4,-14.6,0.000,0.000
7RDZ-no-extra,Mrv1909-03042003442D,5,-14.6,0.000,0.000
